order_item_id,order_id,product_id,quantity,unit_price
197,11128,123,2,305.91
198,11128,149,2,655.40
199,12611,129,2,1299.90
200,1308,111,2,629.90
201,1566,177,2,494.91
202,2137,111,1,535.41
203,2137,136,1,1282.40
204,2137,114,1,429.90
205,2821,149,2,655.40
206,3131,214,1,209.90
207,3131,115,3,588.90
208,3404,212,1,1069.90
209,3404,196,2,1609.90
210,4260,177,1,549.90
211,4260,207,1,669.90
212,4518,134,1,6139.90
213,4518,132,1,229.90
214,4632,176,2,2108.91
215,4632,162,1,3229.90
216,4632,203,3,1419.90
217,5088,123,2,339.90
218,5088,124,1,269.90
219,5312,136,1,1349.90
220,5312,120,1,369.90
221,5764,115,3,588.90
222,5884,142,3,979.90
223,7533,208,1,359.90
224,7533,184,3,569.90
225,7598,117,2,7489.90
226,7675,201,1,239.90
227,7952,219,1,588.90
228,7952,194,1,679.90
229,7952,207,1,669.90
230,8433,143,3,389.90
231,8751,152,1,474.90
232,8751,189,1,6887.40
233,9396,205,1,209.90
234,10820,208,2,359.90
235,10820,163,2,2859.40
236,11035,157,1,1099.90
237,11144,147,1,2419.90
238,11144,172,1,429.90
239,11388,144,1,139.90
240,12811,129,1,1169.91
241,1122,159,1,679.90
242,1122,220,2,1799.90
243,1469,190,2,199.41
244,5461,108,2,2089.91
245,5587,215,2,1206.91
246,6329,121,3,489.90
247,6342,201,1,227.91
248,6342,136,2,1349.90
249,7737,101,1,1394.91
250,7737,183,2,599.90
251,7737,177,3,549.90
252,7740,186,2,429.90
253,8637,129,1,1299.90
254,8731,189,1,6524.91
255,9221,146,3,289.90
256,9221,105,1,740.90
257,9406,194,1,611.91
258,9406,170,1,6219.90
259,9444,138,1,589.90
260,9444,111,1,598.40
261,9444,154,1,739.90
262,10316,191,1,2989.90
263,10316,170,1,5908.90
264,10316,141,1,599.90
265,11313,185,1,149.90
266,11313,201,3,239.90
267,11811,148,3,229.90
268,11856,119,1,474.90
269,11856,177,1,549.90
270,11856,185,2,142.41
271,1700,131,2,101.92
272,1700,203,1,1348.90
273,2017,188,3,1249.90
274,2017,142,3,979.90
275,3755,138,1,560.40
276,3755,201,3,239.90
277,4921,218,1,818.91
278,4921,138,2,560.40
279,6530,202,2,3559.90
280,6530,145,1,659.90
281,6741,214,2,178.41
282,6741,147,1,2419.90
283,6741,129,1,1299.90
284,7073,189,1,7249.90
285,7108,159,3,611.91
286,7108,108,1,2089.91
287,7108,124,1,269.90
288,7897,174,1,98.91
289,7897,183,3,599.90
290,7897,187,2,519.90
291,7897,146,2,289.90
292,8657,195,1,101.92
293,8657,127,1,2897.91
294,8657,118,2,629.90
295,8822,135,1,1187.40
296,9004,173,2,909.90
297,9228,141,3,599.90
298,9228,175,1,2009.90
299,9228,201,2,239.90
300,10839,163,1,2708.91
301,10839,114,1,429.90
302,10839,150,2,259.90
303,10839,181,1,229.90
304,11272,176,1,2219.90
305,12932,114,2,429.90
306,12932,179,1,8059.90
307,12932,169,1,549.90
308,1086,195,1,119.90
309,1121,166,1,1359.90
310,1927,188,1,1249.90
311,1927,208,1,359.90
312,2026,143,2,389.90
313,2026,117,1,6740.91
314,2026,188,3,1249.90
315,2675,202,2,3559.90
316,2761,110,1,1389.90
317,2761,127,2,2897.91
318,3470,115,1,588.90
319,3470,131,2,119.90
320,4666,203,1,1419.90
321,4666,124,1,256.40
322,4666,201,1,215.91
323,4666,145,3,659.90
324,4972,155,1,379.90
325,4972,181,1,229.90
326,4972,200,1,1424.90
327,5332,189,1,7249.90
328,5344,195,2,119.90
329,6557,201,1,239.90
330,6807,102,2,349.90
331,7062,209,4,249.90
332,7062,182,2,529.90
333,7269,190,1,199.41
334,7385,115,3,557.91
335,7385,166,1,1359.90
336,8013,123,2,305.91
337,8013,114,4,429.90
338,8101,161,2,379.90
339,8101,136,1,1349.90
340,8101,206,1,349.90
341,8101,106,1,1329.90
342,8552,185,1,149.90
343,8552,154,1,739.90
344,9268,170,2,6219.90
345,9268,163,2,3009.90
346,10011,122,1,269.90
347,10220,207,2,669.90
348,10220,190,1,199.41
349,10220,219,1,619.90
350,10554,215,2,1348.90
351,10554,118,4,566.91
352,11322,149,1,655.40
353,12111,199,2,849.90
354,12111,106,2,1196.91
355,12111,213,1,331.41
356,12111,154,1,702.90
357,1730,140,1,638.91
358,1730,209,3,237.41
359,1981,175,1,2009.90
360,2262,115,4,619.90
361,2262,167,1,417.90
362,2262,124,2,269.90
363,2466,143,3,389.90
364,2466,195,2,119.90
365,2955,126,2,455.90
366,2955,188,3,1249.90
367,2955,194,1,679.90
368,3713,216,1,1099.90
369,4074,165,2,845.40
370,4074,220,1,1619.91
371,4074,135,2,1249.90
372,4168,139,2,3879.90
373,4168,145,3,659.90
374,5020,160,1,2339.90
375,5020,190,2,209.90
376,5020,175,2,2009.90
377,5225,109,1,459.90
378,5515,176,2,2219.90
379,5515,191,2,2989.90
380,5515,217,1,962.91
381,5515,123,2,322.90
382,5609,127,2,3058.90
383,5609,118,4,629.90
384,7977,170,1,6219.90
385,7977,185,1,149.90
386,7977,178,2,1727.91
387,8558,183,1,599.90
388,10877,118,1,629.90
389,11233,106,2,1329.90
390,11233,194,1,645.90
391,11233,157,1,1099.90
392,12004,177,2,549.90
393,12004,148,3,229.90
394,12496,211,1,1489.90
395,12496,189,1,6162.41
396,1306,173,3,909.90
397,1306,122,1,256.40
398,1377,155,2,379.90
399,2210,197,2,589.90
400,2672,115,4,557.91
401,3260,139,1,3879.90
402,3783,136,2,1147.41
403,4706,195,1,113.91
404,5809,125,3,569.90
405,5809,188,3,1249.90
406,5890,211,1,1340.91
407,5890,147,1,2056.91
408,6849,167,2,439.90
409,7037,107,2,4279.90
410,7290,114,4,429.90
411,8969,192,1,1556.91
412,11546,193,1,1849.90
413,11546,132,1,229.90
414,11546,128,1,669.90
415,12149,166,1,1359.90
416,1077,121,3,465.40
417,1077,209,2,224.91
418,1077,110,1,1320.40
419,1139,194,1,679.90
420,1139,119,1,499.90
421,1139,183,3,599.90
422,1139,179,1,7656.90
423,1419,216,1,1099.90
424,1419,162,2,3068.40
425,1419,199,1,849.90
426,3306,188,1,1124.91
427,5019,176,1,2219.90
428,5019,150,2,259.90
429,5019,205,1,209.90
430,5019,111,1,629.90
431,5794,107,2,4279.90
432,7494,216,1,1099.90
433,7494,189,1,6887.40
434,7570,157,2,1099.90
435,7570,166,1,1223.91
436,7570,148,2,229.90
437,8122,174,2,104.41
438,8122,125,2,569.90
439,8435,196,1,1529.40
440,8898,163,1,3009.90
441,8898,182,2,476.91
442,8898,102,2,332.40
443,8975,124,1,229.41
444,9687,126,1,407.91
445,10340,170,1,6219.90
446,10596,201,3,239.90
447,11190,207,1,636.40
448,11190,173,3,909.90
449,11190,140,1,674.40
450,11190,195,1,113.91
451,11279,135,2,1187.40
452,11279,178,1,1823.90
453,2605,149,1,620.91
454,2614,104,2,539.90
455,2614,183,1,509.91
456,2862,169,3,549.90
457,2862,148,3,206.91
458,2862,201,3,239.90
459,4875,134,2,6139.90
460,4875,196,1,1609.90
461,5127,120,1,314.41
462,5825,134,1,6139.90
463,7050,197,1,560.40
464,7348,101,1,1394.91
465,7348,174,1,104.41
466,7502,130,1,1229.90
467,7502,113,1,2249.90
468,8057,204,1,8279.90
469,9697,126,2,479.90
470,9765,165,2,889.90
471,9765,108,1,2199.90
472,11709,209,2,237.41
473,11709,192,1,1729.90
474,11854,131,2,119.90
475,11854,177,2,549.90
476,12175,201,2,239.90
477,12175,182,1,529.90
478,12175,129,2,1299.90
479,1220,171,2,503.40
480,1220,166,1,1291.90
481,1220,127,1,3219.90
482,1499,127,1,3219.90
483,1499,172,2,429.90
484,1499,212,1,1069.90
485,1499,193,1,1849.90
486,1722,178,1,1919.90
487,1722,207,1,669.90
488,1722,191,2,2989.90
489,3106,178,1,1919.90
490,3230,219,2,619.90
491,3230,218,1,909.90
492,5126,177,4,522.40
493,5978,108,1,2199.90
494,5978,170,2,6219.90
495,6179,124,1,269.90
496,6179,169,2,549.90
497,7833,204,2,7865.90
498,7833,200,1,1499.90
499,7833,169,1,467.41
500,7833,210,4,559.90
501,7833,153,2,1049.90
502,8165,165,2,889.90
503,8165,201,1,227.91
504,8165,174,1,104.41
505,8165,215,1,1419.90
506,8259,108,2,2199.90
507,9143,172,2,429.90
508,9325,114,2,429.90
509,10068,179,2,7656.90
510,10068,169,1,549.90
511,10562,152,1,499.90
512,10868,134,1,6139.90
513,10868,160,1,2339.90
514,10977,151,1,819.90
515,11009,160,1,2105.91
516,11646,208,1,341.90
517,11646,130,1,1168.40
518,11844,104,3,485.91
519,11844,175,1,1808.91
520,11844,180,4,389.90
521,12066,135,3,1249.90
522,12066,183,1,599.90
523,12066,203,3,1419.90
524,12806,197,1,589.90
525,1335,163,1,2859.40
526,1335,148,4,229.90
527,2433,208,1,359.90
528,2433,138,1,530.91
529,2433,180,2,389.90
530,2433,173,1,909.90
531,2433,151,2,819.90
532,2727,194,2,611.91
533,2727,187,1,519.90
534,2727,111,1,629.90
535,2727,197,1,589.90
536,2869,209,2,249.90
537,4194,179,2,8059.90
538,4194,161,1,341.91
539,4194,198,2,620.91
540,4420,146,1,289.90
541,4555,187,1,519.90
542,4555,102,2,349.90
543,5413,214,1,209.90
544,5413,105,1,779.90
545,5413,164,2,439.90
546,5464,145,1,593.91
547,5596,173,1,909.90
548,5655,211,2,1489.90
549,5655,119,1,499.90
550,6364,124,1,269.90
551,6383,179,1,7656.90
552,6383,140,1,709.90
553,6383,136,1,1349.90
554,6383,199,2,849.90
555,6383,111,2,629.90
556,7604,156,2,679.90
557,7633,102,1,332.40
558,8601,177,1,522.40
559,8601,148,3,229.90
560,8601,191,3,2840.40
561,9559,118,2,629.90
562,10634,204,1,8279.90
563,10730,125,2,569.90
564,10730,104,2,512.90
565,11288,136,1,1349.90
566,12023,204,1,8279.90
567,12023,167,1,439.90
568,12023,175,1,1808.91
569,12113,183,1,599.90
570,12918,110,1,1389.90
571,1468,107,1,4279.90
572,2076,113,1,2249.90
573,2771,194,1,645.90
574,3198,154,1,665.91
575,3198,142,1,832.91
576,3202,102,1,349.90
577,3504,207,1,669.90
578,3504,155,1,379.90
579,3504,146,3,289.90
580,3504,140,2,709.90
581,3871,168,1,1039.90
582,3871,161,1,379.90
583,4243,194,1,577.91
584,4243,107,1,3637.91
585,4243,207,1,669.90
586,5883,102,2,349.90
587,5914,200,1,1499.90
588,5914,187,1,519.90
589,5914,193,2,1849.90
590,6721,207,1,569.41
591,7113,207,2,669.90
592,7113,166,2,1359.90
593,8243,215,1,1348.90
594,8243,174,1,93.42
595,9354,219,1,619.90
596,9354,178,1,1727.91
597,9861,106,1,1329.90
598,9861,191,2,2840.40
599,9861,125,2,512.91
600,10960,209,1,249.90
601,12155,155,4,379.90
602,12467,198,3,689.90
603,2877,184,1,569.90
604,4328,181,1,229.90
605,4359,198,1,689.90
606,4359,187,1,519.90
607,5130,201,3,227.91
608,5130,129,1,1169.91
609,5804,113,1,2249.90
610,5804,134,1,5525.91
611,6018,127,1,3219.90
612,6018,140,2,709.90
613,6018,150,1,259.90
614,6080,141,2,539.91
615,6546,153,2,997.41
616,6546,198,4,620.91
617,6911,107,2,3851.91
618,8306,145,3,626.90
619,8306,218,1,909.90
620,8374,211,2,1340.91
621,8374,215,1,1348.90
622,8374,107,2,4065.90
623,9561,159,1,679.90
624,9561,170,1,5597.91
625,9561,114,3,429.90
626,9561,172,2,429.90
627,9561,182,1,529.90
628,9621,204,1,7865.90
629,9621,115,2,588.90
630,10306,138,1,589.90
631,12874,185,1,149.90
632,12874,177,1,494.91
633,12874,144,1,139.90
634,1816,217,2,1069.90
635,1816,151,2,819.90
636,1816,155,1,360.90
637,3888,152,1,474.90
638,3888,129,1,1299.90
639,4888,146,2,289.90
640,4888,180,1,389.90
641,5119,117,2,7489.90
642,5119,130,1,1229.90
643,5119,215,1,1419.90
644,5366,179,1,8059.90
645,5366,183,1,539.91
646,5366,114,2,429.90
647,6632,143,2,389.90
648,7490,127,1,3058.90
649,7506,126,1,407.91
650,7729,115,3,557.91
651,7849,121,1,489.90
652,7849,163,1,2558.41
653,7849,165,2,889.90
654,10488,123,1,339.90
655,11184,115,1,619.90
656,11184,162,2,3229.90
657,11184,198,1,689.90
658,11666,144,3,118.92
659,11666,186,2,429.90
660,12235,128,2,636.40
661,12362,188,1,1249.90
662,12362,164,1,439.90
663,12379,125,1,569.90
664,12379,179,1,8059.90
665,12379,162,1,3229.90
666,1229,204,1,8279.90
667,1229,209,3,237.41
668,1600,143,1,389.90
669,1887,134,1,6139.90
670,1887,143,4,389.90
671,1903,219,1,526.91
672,2745,171,1,529.90
673,3180,199,1,849.90
674,4959,184,1,512.91
675,4959,186,1,429.90
676,4959,149,2,689.90
677,5134,208,2,359.90
678,5134,123,1,339.90
679,5134,103,2,579.90
680,5134,113,2,1912.41
681,6202,161,1,379.90
682,6910,167,2,439.90
683,6910,135,1,1249.90
684,6910,101,1,1549.90
685,8161,115,2,619.90
686,8911,139,2,3879.90
687,11254,113,1,2137.41
688,11254,136,1,1349.90
689,11420,163,2,3009.90
690,12626,212,1,1069.90
691,1093,110,2,1389.90
692,1656,131,2,107.91
693,1656,215,1,1419.90
694,1683,210,3,475.91
695,1683,160,1,2339.90
696,3338,105,2,740.90
697,3338,159,3,679.90
698,3407,101,1,1472.40
699,3447,101,1,1472.40
700,5670,179,1,8059.90
701,5700,162,1,3229.90
702,5700,130,1,1229.90
703,5700,128,3,669.90
704,6020,124,1,269.90
705,6020,122,2,269.90
706,6020,127,2,3219.90
707,6020,201,2,215.91
708,6020,164,1,439.90
709,6702,146,1,289.90
710,6702,127,1,3058.90
711,6906,134,2,5832.90
712,6906,176,1,2219.90
713,6906,127,2,3219.90
714,6906,107,1,4279.90
715,7122,125,2,569.90
716,7720,156,1,679.90
717,7720,138,1,589.90
718,8329,172,1,429.90
719,9918,213,2,389.90
720,9918,102,1,349.90
721,10162,150,1,259.90
722,10162,138,1,589.90
723,10162,112,1,2329.90
724,10162,202,1,3559.90
725,10713,190,1,199.41
726,10713,147,1,2419.90
727,10713,219,1,588.90
728,11956,124,1,269.90
729,11956,122,1,269.90
730,12159,125,1,569.90
731,12159,169,1,494.91
732,12159,183,2,599.90
733,12159,177,1,549.90
734,12167,142,1,979.90
735,12167,123,1,339.90
736,12167,177,1,549.90
737,12740,166,1,1359.90
738,12740,187,1,519.90
739,12740,214,1,209.90
740,1696,159,1,679.90
741,1717,122,1,269.90
742,1987,198,4,586.41
743,2353,201,2,227.91
744,2353,127,1,3219.90
745,2365,166,1,1291.90
746,2606,200,2,1424.90
747,2742,173,2,909.90
748,2742,165,2,800.91
749,3434,172,1,429.90
750,3434,189,1,6524.91
751,3434,117,2,7115.40
752,3434,147,3,2419.90
753,3434,120,3,369.90
754,4121,188,2,1249.90
755,4121,137,2,3806.91
756,4703,169,3,549.90
757,6573,195,1,119.90
758,6573,120,1,351.40
759,6573,196,1,1609.90
760,7337,186,1,408.40
761,7337,217,3,1069.90
762,9787,192,1,1470.41
763,9787,118,1,629.90
764,9787,127,2,3219.90
765,11214,125,1,569.90
766,11559,134,2,5525.91
767,2977,130,1,1229.90
768,3031,117,1,7489.90
769,3031,115,1,619.90
770,3031,138,1,560.40
771,3031,134,1,6139.90
772,3031,141,2,599.90
773,3806,199,2,849.90
774,3806,207,2,669.90
775,3806,111,1,629.90
776,4429,217,1,1016.41
777,4603,146,3,289.90
778,4803,127,2,3058.90
779,4803,125,2,569.90
780,5105,213,3,389.90
781,5715,132,1,229.90
782,5715,123,1,339.90
783,8582,172,2,429.90
784,9041,181,2,206.91
785,9041,149,1,689.90
786,9041,101,2,1549.90
787,9592,179,2,8059.90
788,12022,111,2,629.90
789,12022,177,2,549.90
790,1331,151,1,778.90
791,1331,173,4,773.41
792,1331,174,2,109.90
793,1331,178,2,1919.90
794,1555,205,2,209.90
795,1555,217,1,1069.90
796,2212,177,2,549.90
797,2212,190,1,209.90
798,3054,209,4,249.90
799,3069,128,3,602.91
800,3071,127,1,2897.91
801,3467,165,3,889.90
802,3716,156,2,645.90
803,3908,148,3,229.90
804,3908,205,1,209.90
805,3908,170,1,5908.90
806,3908,207,2,669.90
807,4054,111,1,598.40
808,4054,140,1,709.90
809,4054,190,1,209.90
810,4190,196,1,1609.90
811,4190,126,1,455.90
812,4190,111,2,598.40
813,4332,199,1,849.90
814,4332,119,2,424.91
815,4332,160,2,2339.90
816,4332,143,2,389.90
817,4332,174,2,98.91
818,5217,133,3,759.90
819,5352,136,2,1349.90
820,6249,145,3,560.91
821,6353,106,1,1130.41
822,6353,155,1,379.90
823,10683,171,2,529.90
824,10683,106,1,1196.91
825,10753,207,1,669.90
826,10753,180,3,389.90
827,10999,101,1,1549.90
828,12182,186,1,429.90
829,12245,181,1,229.90
830,3148,152,1,499.90
831,3148,217,1,1069.90
832,3785,139,1,3879.90
833,3785,158,1,5929.90
834,3785,118,3,629.90
835,4905,219,3,619.90
836,6424,133,1,645.91
837,6484,191,1,2989.90
838,6484,181,1,229.90
839,7454,194,2,679.90
840,7454,204,1,8279.90
841,7609,205,2,209.90
842,7609,156,2,679.90
843,7981,122,1,229.41
844,7981,120,1,369.90
845,8074,121,3,489.90
846,9289,163,1,3009.90
847,9289,101,2,1549.90
848,9883,156,2,679.90
849,9890,207,1,669.90
850,9890,188,2,1249.90
851,9890,141,2,599.90
852,9890,180,3,350.91
853,10664,177,2,549.90
854,11629,215,2,1419.90
855,11804,145,2,626.90
856,11804,171,1,529.90
857,1552,188,1,1249.90
858,2509,101,1,1394.91
859,2928,149,1,655.40
860,3500,198,1,620.91
861,3536,216,1,989.91
862,4834,177,2,549.90
863,5399,170,2,5908.90
864,6115,153,2,1049.90
865,6279,214,1,209.90
866,6607,104,4,485.91
867,6607,127,2,3219.90
868,6607,183,1,569.90
869,7815,126,2,479.90
870,7815,210,2,559.90
871,9287,213,3,389.90
872,9419,219,1,619.90
873,11101,182,1,476.91
874,11101,118,2,598.40
875,11921,142,1,930.90
876,11921,193,1,1849.90
877,12298,133,2,759.90
878,12953,159,1,679.90
879,12953,141,2,599.90
880,12953,171,4,529.90
881,12953,131,1,119.90
882,12953,183,1,599.90
883,2156,201,2,239.90
884,2156,195,1,119.90
885,2395,165,3,889.90
886,2395,127,1,3219.90
887,2395,102,1,297.41
888,2395,214,1,209.90
889,2395,158,1,5336.91
890,4214,117,2,7489.90
891,4214,149,1,620.91
892,4241,122,2,269.90
893,4241,160,2,2105.91
894,4241,220,1,1799.90
895,4241,120,1,369.90
896,4270,183,4,599.90
897,4364,162,1,2906.91
898,4364,185,1,149.90
899,4364,140,1,709.90
900,4364,150,3,259.90
901,5303,129,1,1299.90
902,6166,203,2,1419.90
903,6166,193,1,1849.90
904,8777,154,1,739.90
905,9521,150,1,259.90
906,9521,110,1,1250.91
907,10342,140,2,709.90
908,11400,154,1,739.90
909,11400,195,2,101.92
910,11400,106,1,1329.90
911,11400,202,1,3203.91
912,11631,165,1,889.90
913,11631,159,1,679.90
914,11631,173,1,818.91
915,12005,187,2,519.90
916,1571,125,3,484.41
917,1571,121,2,489.90
918,1793,165,1,889.90
919,1793,143,1,370.40
920,1793,202,2,3559.90
921,1793,214,2,178.41
922,3637,205,4,199.41
923,3637,194,1,679.90
924,4363,104,3,539.90
925,4363,207,1,669.90
926,4843,147,2,2298.91
927,4843,182,3,503.40
928,4843,174,1,109.90
929,5605,105,1,779.90
930,5605,160,1,2339.90
931,5605,120,1,369.90
932,5605,119,2,499.90
933,5605,126,1,479.90
934,6086,198,4,689.90
935,7562,161,1,360.90
936,7562,218,1,909.90
937,7562,202,1,3559.90
938,8062,169,1,549.90
939,8062,206,1,349.90
940,8062,121,3,465.40
941,8062,132,2,218.41
942,8062,151,1,819.90
943,8098,202,1,3559.90
944,8098,166,1,1223.91
945,8513,103,1,579.90
946,9183,209,2,237.41
947,9183,172,1,429.90
948,9527,157,1,1044.90
949,9527,119,2,499.90
950,10908,101,1,1549.90
951,11337,175,2,1808.91
952,11337,116,1,589.90
953,12940,110,1,1389.90
954,12940,190,2,209.90
955,12940,182,1,529.90
956,1848,136,2,1349.90
957,1848,174,1,109.90
958,2820,157,3,1099.90
959,2820,113,1,2137.41
960,2820,206,1,332.40
961,3322,184,1,512.91
962,3677,153,1,1049.90
963,3677,112,2,2329.90
964,3677,187,1,493.90
965,4668,168,1,935.91
966,4668,199,3,807.40
967,5960,117,1,7489.90
968,6761,216,1,1044.90
969,6761,195,1,119.90
970,7358,219,1,557.91
971,7358,121,1,489.90
972,9195,117,2,7115.40
973,9195,147,1,2419.90
974,9394,130,1,1045.41
975,9394,141,1,599.90
976,9394,164,2,417.90
977,9454,165,1,889.90
978,1111,122,1,256.40
979,1111,188,1,1249.90
980,1111,217,1,1069.90
981,3212,144,2,125.91
982,4302,211,1,1489.90
983,4302,144,1,139.90
984,4302,188,1,1124.91
985,6142,150,1,259.90
986,6345,132,1,218.41
987,6345,214,2,209.90
988,6698,102,2,297.41
989,6698,113,1,2137.41
990,7629,144,1,139.90
991,7629,155,2,379.90
992,7801,158,1,5929.90
993,9027,168,3,1039.90
994,9044,160,1,2222.91
995,10500,112,1,2329.90
996,10500,170,2,6219.90
997,10530,186,2,408.40
998,11716,112,1,2213.41
999,11845,133,1,759.90
1000,11845,161,1,379.90
1001,1835,122,1,269.90
1002,1835,113,1,2249.90
1003,1835,128,3,669.90
1004,1835,115,3,588.90
1005,1835,191,1,2840.40
1006,3210,173,2,909.90
1007,4013,202,1,3559.90
1008,4075,220,2,1799.90
1009,4568,112,1,2329.90
1010,5149,178,1,1919.90
1011,5149,129,1,1299.90
1012,5545,186,1,429.90
1013,5799,157,2,989.91
1014,5954,101,1,1394.91
1015,6143,193,1,1757.40
1016,7504,140,1,638.91
1017,7504,202,2,3025.91
1018,7504,189,2,7249.90
1019,8623,140,2,638.91
1020,8638,166,1,1359.90
1021,8638,114,1,408.40
1022,8638,169,1,549.90
1023,9456,157,1,989.91
1024,9483,160,1,2339.90
1025,9483,122,1,242.91
1026,10163,152,1,424.91
1027,10163,120,1,369.90
1028,10812,135,2,1249.90
1029,10812,175,1,1909.40
1030,10970,125,1,569.90
1031,11328,108,2,2199.90
1032,11343,168,1,1039.90
1033,11343,218,1,909.90
1034,11343,149,1,689.90
1035,11343,132,1,206.91
1036,11343,205,3,188.91
1037,11780,204,1,8279.90
1038,11780,203,3,1419.90
1039,5811,206,2,332.40
1040,5811,215,1,1206.91
