order_id,customer_id,order_date,status,payment_method
8101,15,2024-01-10,completed,credit_card
8552,1035,2024-01-10,completed,credit_card
9268,931,2024-01-10,completed,pix
10011,606,2024-01-10,completed,pix
10220,261,2024-01-10,completed,pix
10554,663,2024-01-10,completed,boleto
11322,462,2024-01-10,completed,credit_card
12111,747,2024-01-10,completed,debit_card
1730,663,2024-01-11,completed,debit_card
1981,62,2024-01-11,completed,credit_card
2262,869,2024-01-11,returned,pix
2466,407,2024-01-11,completed,credit_card
2955,768,2024-01-11,completed,debit_card
3713,568,2024-01-11,completed,boleto
4074,428,2024-01-11,cancelled,credit_card
4168,337,2024-01-11,completed,credit_card
5020,774,2024-01-11,cancelled,boleto
5225,1091,2024-01-11,completed,pix
5515,773,2024-01-11,completed,pix
5609,555,2024-01-11,completed,pix
7977,867,2024-01-11,completed,pix
8558,1060,2024-01-11,completed,boleto
10877,310,2024-01-11,returned,credit_card
11233,827,2024-01-11,completed,pix
12004,934,2024-01-11,completed,boleto
12496,618,2024-01-11,completed,pix
1306,577,2024-01-12,completed,boleto
1377,33,2024-01-12,completed,pix
2210,170,2024-01-12,completed,credit_card
2672,70,2024-01-12,completed,debit_card
3260,1067,2024-01-12,completed,boleto
3783,299,2024-01-12,returned,boleto
4706,436,2024-01-12,completed,debit_card
5809,310,2024-01-12,completed,credit_card
5890,90,2024-01-12,completed,credit_card
6849,370,2024-01-12,completed,boleto
7037,472,2024-01-12,completed,pix
7290,777,2024-01-12,completed,pix
8969,263,2024-01-12,completed,credit_card
11546,1015,2024-01-12,completed,credit_card
12149,1046,2024-01-12,completed,pix
1077,778,2024-01-13,completed,credit_card
1139,510,2024-01-13,completed,debit_card
1419,1076,2024-01-13,completed,credit_card
3306,43,2024-01-13,completed,debit_card
5019,43,2024-01-13,completed,pix
5794,506,2024-01-13,completed,boleto
7494,295,2024-01-13,completed,boleto
7570,505,2024-01-13,cancelled,debit_card
8122,137,2024-01-13,completed,debit_card
8435,921,2024-01-13,completed,debit_card
8898,303,2024-01-13,completed,boleto
8975,227,2024-01-13,completed,pix
9687,714,2024-01-13,completed,debit_card
10340,367,2024-01-13,completed,boleto
10596,380,2024-01-13,completed,credit_card
11190,74,2024-01-13,cancelled,debit_card
11279,421,2024-01-13,completed,boleto
2605,877,2024-01-14,completed,boleto
2614,617,2024-01-14,completed,boleto
2862,42,2024-01-14,completed,credit_card
4875,147,2024-01-14,cancelled,pix
5127,436,2024-01-14,completed,credit_card
5825,1004,2024-01-14,completed,debit_card
7050,735,2024-01-14,completed,boleto
7348,763,2024-01-14,completed,debit_card
7502,578,2024-01-14,completed,pix
8057,576,2024-01-14,completed,debit_card
9697,1107,2024-01-14,returned,credit_card
9765,145,2024-01-14,completed,credit_card
11709,483,2024-01-14,completed,credit_card
11854,748,2024-01-14,completed,credit_card
12175,1197,2024-01-14,completed,credit_card
1220,228,2024-01-15,completed,boleto
1499,506,2024-01-15,completed,pix
1722,892,2024-01-15,completed,debit_card
3106,133,2024-01-15,completed,boleto
3230,70,2024-01-15,completed,pix
5126,916,2024-01-15,completed,boleto
5978,426,2024-01-15,cancelled,pix
6179,585,2024-01-15,completed,pix
7833,559,2024-01-15,completed,debit_card
8165,968,2024-01-15,completed,credit_card
8259,1006,2024-01-15,completed,pix
9143,1129,2024-01-15,completed,credit_card
9325,89,2024-01-15,completed,credit_card
10068,38,2024-01-15,completed,boleto
10562,661,2024-01-15,completed,boleto
10868,937,2024-01-15,completed,boleto
10977,818,2024-01-15,completed,credit_card
11009,903,2024-01-15,cancelled,boleto
11646,1095,2024-01-15,completed,boleto
11844,5,2024-01-15,cancelled,pix
12066,10,2024-01-15,completed,debit_card
12806,276,2024-01-15,returned,pix
1335,1147,2024-01-16,returned,credit_card
2433,634,2024-01-16,completed,credit_card
2727,512,2024-01-16,cancelled,credit_card
2869,1110,2024-01-16,completed,pix
4194,5,2024-01-16,completed,debit_card
4420,541,2024-01-16,completed,pix
4555,657,2024-01-16,completed,pix
5413,223,2024-01-16,completed,boleto
5464,527,2024-01-16,completed,boleto
5596,550,2024-01-16,completed,credit_card
5655,468,2024-01-16,completed,debit_card
6364,100,2024-01-16,completed,debit_card
6383,337,2024-01-16,completed,boleto
7604,607,2024-01-16,completed,boleto
7633,302,2024-01-16,completed,pix
8601,603,2024-01-16,completed,boleto
9559,859,2024-01-16,completed,pix
10634,477,2024-01-16,completed,boleto
10730,728,2024-01-16,completed,debit_card
11288,380,2024-01-16,completed,debit_card
12023,391,2024-01-16,completed,pix
12113,912,2024-01-16,completed,boleto
12918,382,2024-01-16,completed,boleto
1468,166,2024-01-17,cancelled,credit_card
2076,30,2024-01-17,completed,boleto
2771,724,2024-01-17,completed,credit_card
3198,861,2024-01-17,completed,debit_card
3202,563,2024-01-17,returned,boleto
3504,307,2024-01-17,completed,boleto
3871,628,2024-01-17,completed,credit_card
4243,999,2024-01-17,completed,boleto
5883,996,2024-01-17,completed,debit_card
5914,724,2024-01-17,completed,credit_card
6721,1198,2024-01-17,completed,credit_card
7113,1200,2024-01-17,completed,pix
8243,958,2024-01-17,completed,pix
9354,411,2024-01-17,completed,boleto
9861,602,2024-01-17,completed,debit_card
10960,50,2024-01-17,completed,boleto
12155,310,2024-01-17,completed,boleto
12467,232,2024-01-17,completed,pix
2877,807,2024-01-18,returned,boleto
4328,619,2024-01-18,completed,pix
4359,469,2024-01-18,completed,debit_card
5130,733,2024-01-18,cancelled,debit_card
5804,1178,2024-01-18,completed,debit_card
6018,478,2024-01-18,completed,boleto
6080,817,2024-01-18,completed,credit_card
6546,751,2024-01-18,completed,pix
6911,838,2024-01-18,completed,debit_card
8306,208,2024-01-18,completed,debit_card
8374,471,2024-01-18,completed,boleto
9561,669,2024-01-18,cancelled,credit_card
9621,866,2024-01-18,completed,credit_card
10306,474,2024-01-18,cancelled,pix
12874,603,2024-01-18,completed,credit_card
1816,535,2024-01-19,completed,boleto
3888,177,2024-01-19,cancelled,credit_card
4888,891,2024-01-19,completed,pix
5119,367,2024-01-19,completed,boleto
5366,533,2024-01-19,completed,credit_card
6632,308,2024-01-19,completed,boleto
7490,204,2024-01-19,completed,debit_card
7506,570,2024-01-19,completed,credit_card
7729,679,2024-01-19,completed,debit_card
7849,176,2024-01-19,completed,boleto
10488,171,2024-01-19,completed,boleto
11184,1004,2024-01-19,completed,boleto
11666,1098,2024-01-19,completed,pix
12235,1177,2024-01-19,completed,debit_card
12362,310,2024-01-19,completed,pix
12379,755,2024-01-19,cancelled,boleto
1229,792,2024-01-20,completed,pix
1600,884,2024-01-20,completed,credit_card
1887,422,2024-01-20,completed,pix
1903,208,2024-01-20,completed,pix
2745,788,2024-01-20,cancelled,debit_card
3180,661,2024-01-20,completed,debit_card
4959,924,2024-01-20,completed,debit_card
5134,1088,2024-01-20,completed,debit_card
6202,823,2024-01-20,completed,debit_card
6910,570,2024-01-20,cancelled,boleto
8161,882,2024-01-20,completed,boleto
8911,1010,2024-01-20,completed,pix
11254,531,2024-01-20,completed,boleto
11420,883,2024-01-20,completed,debit_card
12626,474,2024-01-20,completed,debit_card
1093,720,2024-01-21,completed,pix
1656,46,2024-01-21,completed,boleto
1683,172,2024-01-21,completed,boleto
3338,125,2024-01-21,cancelled,credit_card
3407,976,2024-01-21,completed,debit_card
3447,1161,2024-01-21,returned,boleto
5670,1013,2024-01-21,returned,pix
5700,484,2024-01-21,completed,boleto
6020,837,2024-01-21,returned,pix
6702,482,2024-01-21,completed,boleto
6906,788,2024-01-21,completed,debit_card
7122,930,2024-01-21,completed,boleto
7720,735,2024-01-21,completed,credit_card
8329,793,2024-01-21,cancelled,credit_card
9918,118,2024-01-21,completed,boleto
10162,253,2024-01-21,completed,credit_card
10713,1177,2024-01-21,cancelled,boleto
11956,1004,2024-01-21,completed,boleto
12159,4,2024-01-21,completed,pix
12167,55,2024-01-21,completed,credit_card
12740,516,2024-01-21,completed,debit_card
1696,72,2024-01-22,completed,credit_card
1717,1144,2024-01-22,returned,pix
1987,282,2024-01-22,completed,debit_card
2353,364,2024-01-22,completed,debit_card
2365,211,2024-01-22,completed,boleto
2606,541,2024-01-22,completed,credit_card
2742,70,2024-01-22,completed,boleto
3434,109,2024-01-22,completed,boleto
4121,635,2024-01-22,completed,pix
4703,1006,2024-01-22,completed,debit_card
6573,102,2024-01-22,completed,credit_card
7337,327,2024-01-22,completed,credit_card
9787,1046,2024-01-22,completed,pix
11214,873,2024-01-22,completed,credit_card
11559,483,2024-01-22,completed,pix
2977,935,2024-01-23,completed,debit_card
3031,527,2024-01-23,completed,credit_card
3806,558,2024-01-23,completed,boleto
4429,1101,2024-01-23,completed,boleto
4603,272,2024-01-23,returned,debit_card
4803,17,2024-01-23,completed,boleto
5105,1134,2024-01-23,completed,debit_card
5715,620,2024-01-23,completed,pix
8582,411,2024-01-23,completed,credit_card
9041,496,2024-01-23,completed,debit_card
9592,504,2024-01-23,completed,pix
12022,270,2024-01-23,completed,credit_card
1331,640,2024-01-24,completed,pix
1555,913,2024-01-24,completed,credit_card
2212,1173,2024-01-24,completed,debit_card
3054,582,2024-01-24,completed,debit_card
3069,512,2024-01-24,completed,pix
3071,798,2024-01-24,completed,pix
3467,220,2024-01-24,completed,pix
3716,649,2024-01-24,completed,pix
3908,584,2024-01-24,completed,boleto
4054,963,2024-01-24,completed,debit_card
4190,1116,2024-01-24,completed,debit_card
4332,1183,2024-01-24,completed,pix
5217,1174,2024-01-24,completed,pix
5352,190,2024-01-24,completed,debit_card
6249,427,2024-01-24,completed,debit_card
6353,706,2024-01-24,completed,debit_card
10683,845,2024-01-24,completed,boleto
10753,868,2024-01-24,completed,credit_card
10999,165,2024-01-24,completed,boleto
12182,84,2024-01-24,returned,boleto
12245,128,2024-01-24,completed,pix
3148,784,2024-01-25,completed,boleto
3785,685,2024-01-25,completed,debit_card
4905,996,2024-01-25,completed,debit_card
6424,979,2024-01-25,completed,debit_card
6484,759,2024-01-25,completed,debit_card
7454,1035,2024-01-25,cancelled,credit_card
7609,356,2024-01-25,completed,debit_card
7981,662,2024-01-25,completed,pix
8074,637,2024-01-25,returned,pix
9289,25,2024-01-25,cancelled,debit_card
9883,1007,2024-01-25,completed,boleto
9890,53,2024-01-25,completed,boleto
10664,326,2024-01-25,completed,credit_card
11629,334,2024-01-25,completed,credit_card
11804,353,2024-01-25,completed,boleto
1552,452,2024-01-26,completed,debit_card
2509,268,2024-01-26,completed,debit_card
2928,955,2024-01-26,cancelled,boleto
3500,649,2024-01-26,cancelled,debit_card
3536,864,2024-01-26,completed,credit_card
4834,991,2024-01-26,cancelled,pix
5399,181,2024-01-26,completed,boleto
6115,475,2024-01-26,cancelled,debit_card
6279,639,2024-01-26,completed,pix
6607,813,2024-01-26,completed,pix
7815,327,2024-01-26,completed,pix
9287,553,2024-01-26,completed,credit_card
9419,440,2024-01-26,completed,pix
11101,41,2024-01-26,completed,debit_card
11921,873,2024-01-26,completed,debit_card
12298,1194,2024-01-26,completed,debit_card
12953,169,2024-01-26,completed,debit_card
2156,1087,2024-01-27,completed,boleto
2395,870,2024-01-27,completed,boleto
4214,926,2024-01-27,cancelled,boleto
4241,1003,2024-01-27,returned,boleto
4270,13,2024-01-27,completed,credit_card
4364,987,2024-01-27,completed,credit_card
5303,443,2024-01-27,completed,debit_card
6166,1122,2024-01-27,completed,boleto
8777,785,2024-01-27,completed,credit_card
9521,188,2024-01-27,completed,pix
10342,656,2024-01-27,completed,boleto
11400,1113,2024-01-27,completed,pix
11631,727,2024-01-27,completed,debit_card
12005,645,2024-01-27,completed,credit_card
1571,316,2024-01-28,completed,boleto
1793,298,2024-01-28,completed,pix
3637,999,2024-01-28,completed,credit_card
4363,154,2024-01-28,completed,pix
4843,382,2024-01-28,completed,debit_card
5605,325,2024-01-28,completed,boleto
6086,1001,2024-01-28,completed,credit_card
7562,832,2024-01-28,returned,boleto
8062,135,2024-01-28,completed,boleto
8098,559,2024-01-28,completed,boleto
8513,716,2024-01-28,completed,boleto
9183,700,2024-01-28,completed,debit_card
9527,847,2024-01-28,completed,pix
10908,567,2024-01-28,completed,debit_card
11337,824,2024-01-28,completed,pix
12940,1154,2024-01-28,completed,credit_card
1848,1106,2024-01-29,cancelled,boleto
2820,82,2024-01-29,completed,pix
3322,1006,2024-01-29,completed,debit_card
3677,766,2024-01-29,completed,debit_card
4668,209,2024-01-29,completed,pix
5960,908,2024-01-29,cancelled,credit_card
6761,1092,2024-01-29,completed,boleto
7358,718,2024-01-29,completed,credit_card
9195,90,2024-01-29,completed,debit_card
9394,441,2024-01-29,completed,credit_card
9454,401,2024-01-29,completed,debit_card
1111,731,2024-01-30,completed,boleto
3212,680,2024-01-30,completed,credit_card
4302,354,2024-01-30,completed,pix
6142,870,2024-01-30,completed,boleto
6345,1107,2024-01-30,completed,credit_card
6698,1077,2024-01-30,completed,credit_card
7629,847,2024-01-30,completed,boleto
7801,501,2024-01-30,completed,debit_card
9027,276,2024-01-30,completed,boleto
9044,678,2024-01-30,returned,pix
10500,24,2024-01-30,completed,credit_card
10530,423,2024-01-30,completed,credit_card
11716,1174,2024-01-30,completed,pix
11845,1102,2024-01-30,completed,pix
1835,21,2024-01-31,completed,credit_card
3210,627,2024-01-31,completed,debit_card
4013,24,2024-01-31,completed,credit_card
4075,686,2024-01-31,completed,debit_card
4568,322,2024-01-31,completed,pix
5149,630,2024-01-31,completed,debit_card
5545,847,2024-01-31,cancelled,credit_card
5799,137,2024-01-31,completed,boleto
5954,806,2024-01-31,completed,boleto
6143,1199,2024-01-31,completed,debit_card
7504,597,2024-01-31,completed,pix
8623,923,2024-01-31,cancelled,debit_card
8638,105,2024-01-31,completed,boleto
9456,85,2024-01-31,completed,debit_card
9483,498,2024-01-31,cancelled,debit_card
10163,524,2024-01-31,completed,pix
10812,430,2024-01-31,completed,boleto
10970,1190,2024-01-31,completed,pix
11328,1147,2024-01-31,completed,credit_card
11343,908,2024-01-31,completed,pix
11780,35,2024-01-31,completed,boleto
5811,993,2024-02-01,completed,debit_card
5912,607,2024-02-01,completed,debit_card
6025,570,2024-02-01,returned,credit_card
6052,739,2024-02-01,completed,debit_card
7041,949,2024-02-01,completed,boleto
8065,832,2024-02-01,completed,boleto
8764,142,2024-02-01,completed,credit_card
8943,1007,2024-02-01,completed,pix
9190,551,2024-02-01,completed,credit_card
9710,1005,2024-02-01,completed,boleto
11296,188,2024-02-01,completed,credit_card
12352,398,2024-02-01,completed,pix
1639,244,2024-02-02,returned,debit_card
2034,1001,2024-02-02,completed,credit_card
2748,713,2024-02-02,completed,credit_card
3170,670,2024-02-02,returned,debit_card
3989,419,2024-02-02,completed,boleto
4400,545,2024-02-02,completed,debit_card
5387,355,2024-02-02,completed,pix
6377,931,2024-02-02,completed,pix
6961,28,2024-02-02,completed,credit_card
8742,362,2024-02-02,completed,debit_card
9013,933,2024-02-02,completed,pix
9062,393,2024-02-02,completed,pix
9960,514,2024-02-02,completed,credit_card
9965,331,2024-02-02,completed,credit_card
9971,680,2024-02-02,completed,debit_card
10951,1196,2024-02-02,completed,boleto
11076,906,2024-02-02,completed,boleto
12129,628,2024-02-02,completed,boleto
12396,923,2024-02-02,completed,boleto
12846,210,2024-02-02,completed,debit_card
2496,315,2024-02-03,completed,boleto
2711,535,2024-02-03,completed,pix
3079,833,2024-02-03,completed,debit_card
4961,643,2024-02-03,completed,pix
5871,932,2024-02-03,completed,pix
6396,249,2024-02-03,returned,pix
7261,1025,2024-02-03,completed,debit_card
7865,353,2024-02-03,completed,debit_card
12340,691,2024-02-03,completed,boleto
1385,1164,2024-02-04,returned,debit_card
2697,11,2024-02-04,completed,boleto
2934,981,2024-02-04,completed,debit_card
5377,1026,2024-02-04,completed,credit_card
6917,677,2024-02-04,completed,credit_card
7293,907,2024-02-04,completed,debit_card
8115,861,2024-02-04,completed,pix
8250,620,2024-02-04,completed,debit_card
9797,121,2024-02-04,cancelled,pix
10073,231,2024-02-04,completed,credit_card
10320,50,2024-02-04,completed,boleto
10644,34,2024-02-04,completed,debit_card
10678,1104,2024-02-04,completed,credit_card
10736,923,2024-02-04,completed,debit_card
11225,405,2024-02-04,completed,credit_card
11468,1117,2024-02-04,cancelled,debit_card
11482,181,2024-02-04,cancelled,pix
1189,34,2024-02-05,returned,pix
2224,256,2024-02-05,completed,boleto
3004,864,2024-02-05,completed,pix
3587,619,2024-02-05,cancelled,pix
3641,1132,2024-02-05,completed,debit_card
5250,946,2024-02-05,cancelled,boleto
5977,646,2024-02-05,completed,boleto
7324,191,2024-02-05,cancelled,boleto
7859,1169,2024-02-05,cancelled,credit_card
9766,1064,2024-02-05,completed,boleto
10016,713,2024-02-05,completed,boleto
10368,434,2024-02-05,completed,credit_card
11703,260,2024-02-05,completed,credit_card
12131,878,2024-02-05,completed,pix
12923,122,2024-02-05,completed,boleto
5292,784,2024-02-06,completed,debit_card
6870,358,2024-02-06,completed,pix
7055,797,2024-02-06,completed,boleto
10042,1089,2024-02-06,completed,debit_card
10676,50,2024-02-06,cancelled,credit_card
11341,744,2024-02-06,cancelled,credit_card
12081,869,2024-02-06,completed,boleto
1288,67,2024-02-07,completed,boleto
1451,692,2024-02-07,completed,credit_card
1802,996,2024-02-07,completed,debit_card
2473,385,2024-02-07,completed,debit_card
3023,812,2024-02-07,completed,pix
3742,747,2024-02-07,returned,credit_card
3838,242,2024-02-07,completed,pix
4894,1072,2024-02-07,completed,debit_card
6200,155,2024-02-07,completed,boleto
7578,49,2024-02-07,completed,pix
8691,220,2024-02-07,completed,boleto
9276,590,2024-02-07,completed,pix
9956,82,2024-02-07,completed,debit_card
9987,757,2024-02-07,completed,debit_card
10102,756,2024-02-07,completed,boleto
10391,538,2024-02-07,completed,credit_card
12096,62,2024-02-07,completed,debit_card
12098,603,2024-02-07,completed,boleto
1198,1181,2024-02-08,completed,debit_card
1323,190,2024-02-08,completed,debit_card
2062,235,2024-02-08,completed,pix
2689,150,2024-02-08,completed,debit_card
3595,954,2024-02-08,completed,debit_card
3798,989,2024-02-08,completed,credit_card
4061,118,2024-02-08,completed,boleto
4205,70,2024-02-08,completed,pix
6110,897,2024-02-08,completed,debit_card
6205,655,2024-02-08,completed,pix
6301,1023,2024-02-08,cancelled,boleto
6834,1111,2024-02-08,completed,debit_card
8528,280,2024-02-08,completed,debit_card
9139,430,2024-02-08,completed,credit_card
9570,855,2024-02-08,completed,boleto
10455,979,2024-02-08,completed,boleto
11506,413,2024-02-08,returned,debit_card
11680,557,2024-02-08,completed,pix
11980,678,2024-02-08,completed,pix
2939,314,2024-02-09,completed,pix
3854,739,2024-02-09,completed,boleto
3903,113,2024-02-09,completed,boleto
4220,1090,2024-02-09,completed,boleto
4380,845,2024-02-09,completed,pix
6280,1151,2024-02-09,completed,debit_card
7808,1197,2024-02-09,completed,pix
7988,35,2024-02-09,completed,credit_card
10364,453,2024-02-09,completed,pix
11633,347,2024-02-09,cancelled,pix
1233,1085,2024-02-10,completed,boleto
2439,588,2024-02-10,completed,debit_card
3279,902,2024-02-10,completed,debit_card
3444,781,2024-02-10,completed,debit_card
3648,679,2024-02-10,completed,debit_card
3827,394,2024-02-10,completed,pix
4070,72,2024-02-10,cancelled,credit_card
5551,23,2024-02-10,cancelled,credit_card
6626,740,2024-02-10,completed,credit_card
7671,1069,2024-02-10,cancelled,pix
7895,303,2024-02-10,cancelled,debit_card
10776,220,2024-02-10,completed,pix
11734,330,2024-02-10,completed,credit_card
12491,230,2024-02-10,completed,boleto
1502,1033,2024-02-11,returned,credit_card
1748,1149,2024-02-11,completed,debit_card
2311,659,2024-02-11,completed,pix
3027,764,2024-02-11,completed,credit_card
3116,545,2024-02-11,returned,boleto
3264,524,2024-02-11,completed,credit_card
3561,74,2024-02-11,completed,pix
3781,982,2024-02-11,cancelled,credit_card
3916,861,2024-02-11,completed,credit_card
5359,1055,2024-02-11,completed,boleto
7295,421,2024-02-11,completed,debit_card
8132,1160,2024-02-11,completed,boleto
9434,613,2024-02-11,completed,credit_card
9446,1045,2024-02-11,completed,pix
9473,313,2024-02-11,completed,pix
10963,313,2024-02-11,completed,debit_card
12481,218,2024-02-11,completed,boleto
1908,952,2024-02-12,completed,boleto
2319,391,2024-02-12,completed,pix
2717,1018,2024-02-12,completed,pix
3710,569,2024-02-12,completed,credit_card
3794,25,2024-02-12,completed,pix
3896,386,2024-02-12,completed,credit_card
4033,81,2024-02-12,completed,debit_card
4544,399,2024-02-12,completed,credit_card
4593,31,2024-02-12,completed,boleto
5896,1093,2024-02-12,completed,debit_card
7052,48,2024-02-12,completed,boleto
7167,444,2024-02-12,completed,debit_card
7450,113,2024-02-12,completed,boleto
9119,777,2024-02-12,completed,credit_card
9341,469,2024-02-12,completed,pix
9862,323,2024-02-12,completed,debit_card
9950,1101,2024-02-12,completed,boleto
10984,1088,2024-02-12,completed,pix
11387,406,2024-02-12,completed,debit_card
